2026-03-27 05:42:22.396110
file,optimized_file,target_file,target_image_path,l2,l_inf,ssim,steps
Hyperparameter,inputs/inputs_50,0.001,Adam,100,False
inputs/inputs_50/ILSVRC2012_val_00025890.JPEG,collision_attack_outputs_nhash_pilot/ILSVRC2012_val_00025890_opt.png,collision_attack_outputs_nhash_pilot/ILSVRC2012_val_00025890_target.png,data/imagenette2-320/train/n01440764/n01440764_8757.JPEG,13.683330535888672,0.14901959896087646,0.9801383018493652,351
inputs/inputs_50/ILSVRC2012_val_00026061.JPEG,collision_attack_outputs_nhash_pilot/ILSVRC2012_val_00026061_opt.png,collision_attack_outputs_nhash_pilot/ILSVRC2012_val_00026061_target.png,data/imagenette2-320/train/n03417042/n03417042_274.JPEG,25.311052322387695,0.30980390310287476,0.9626811742782593,781
inputs/inputs_50/n03000684_1040.JPEG,collision_attack_outputs_nhash_pilot/n03000684_1040_opt.png,collision_attack_outputs_nhash_pilot/n03000684_1040_target.png,data/imagenette2-320/train/n03000684/n03000684_10175.JPEG,27.208040237426758,0.3490195870399475,0.9642260074615479,1101
inputs/inputs_50/n03000684_12570.JPEG,collision_attack_outputs_nhash_pilot/n03000684_12570_opt.png,collision_attack_outputs_nhash_pilot/n03000684_12570_target.png,data/imagenette2-320/train/n03888257/n03888257_11477.JPEG,22.828372955322266,0.2980392277240753,0.9702121019363403,811
inputs/inputs_50/n03000684_12880.JPEG,collision_attack_outputs_nhash_pilot/n03000684_12880_opt.png,collision_attack_outputs_nhash_pilot/n03000684_12880_target.png,data/imagenette2-320/train/n03000684/n03000684_5708.JPEG,21.06361198425293,0.29411765933036804,0.9748983979225159,931
inputs/inputs_50/n03000684_13511.JPEG,collision_attack_outputs_nhash_pilot/n03000684_13511_opt.png,collision_attack_outputs_nhash_pilot/n03000684_13511_target.png,data/imagenette2-320/train/n03417042/n03417042_21047.JPEG,15.005146026611328,0.11764705181121826,0.9762239456176758,251
inputs/inputs_50/n03000684_14022.JPEG,collision_attack_outputs_nhash_pilot/n03000684_14022_opt.png,collision_attack_outputs_nhash_pilot/n03000684_14022_target.png,data/imagenette2-320/train/n03000684/n03000684_15283.JPEG,15.541971206665039,0.19607844948768616,0.9832540154457092,551
inputs/inputs_50/n03000684_14600.JPEG,collision_attack_outputs_nhash_pilot/n03000684_14600_opt.png,collision_attack_outputs_nhash_pilot/n03000684_14600_target.png,data/imagenette2-320/train/n03425413/n03425413_245.JPEG,19.084619522094727,0.13333332538604736,0.9773552417755127,261
inputs/inputs_50/n03000684_11180.JPEG,collision_attack_outputs_nhash_pilot/n03000684_11180_opt.png,collision_attack_outputs_nhash_pilot/n03000684_11180_target.png,data/imagenette2-320/train/n03417042/n03417042_8867.JPEG,34.40900421142578,0.43921568989753723,0.9391541481018066,1261
inputs/inputs_50/n03000684_15621.JPEG,collision_attack_outputs_nhash_pilot/n03000684_15621_opt.png,collision_attack_outputs_nhash_pilot/n03000684_15621_target.png,data/imagenette2-320/train/n02102040/n02102040_835.JPEG,29.274169921875,0.3529411554336548,0.8743661642074585,901
inputs/inputs_50/n03000684_16092.JPEG,collision_attack_outputs_nhash_pilot/n03000684_16092_opt.png,collision_attack_outputs_nhash_pilot/n03000684_16092_target.png,data/imagenette2-320/train/n03028079/n03028079_16355.JPEG,16.7982120513916,0.12941178679466248,0.9787775874137878,301
inputs/inputs_50/n03000684_17250.JPEG,collision_attack_outputs_nhash_pilot/n03000684_17250_opt.png,collision_attack_outputs_nhash_pilot/n03000684_17250_target.png,data/imagenette2-320/train/n03417042/n03417042_12284.JPEG,15.232532501220703,0.19607844948768616,0.9831076264381409,811
inputs/inputs_50/n03000684_17330.JPEG,collision_attack_outputs_nhash_pilot/n03000684_17330_opt.png,collision_attack_outputs_nhash_pilot/n03000684_17330_target.png,data/imagenette2-320/train/n02102040/n02102040_844.JPEG,25.051380157470703,0.2980392277240753,0.9546694159507751,661
inputs/inputs_50/n03000684_11821.JPEG,collision_attack_outputs_nhash_pilot/n03000684_11821_opt.png,collision_attack_outputs_nhash_pilot/n03000684_11821_target.png,data/imagenette2-320/train/n03028079/n03028079_2759.JPEG,26.0229549407959,0.9725490212440491,0.9649022817611694,5881
inputs/inputs_50/n03000684_19382.JPEG,collision_attack_outputs_nhash_pilot/n03000684_19382_opt.png,collision_attack_outputs_nhash_pilot/n03000684_19382_target.png,data/imagenette2-320/train/n03028079/n03028079_34918.JPEG,28.27212142944336,0.2588235139846802,0.9640514850616455,601
inputs/inputs_50/n03000684_20052.JPEG,collision_attack_outputs_nhash_pilot/n03000684_20052_opt.png,collision_attack_outputs_nhash_pilot/n03000684_20052_target.png,data/imagenette2-320/train/n02102040/n02102040_3099.JPEG,15.083272933959961,0.16470587253570557,0.9775776267051697,671
inputs/inputs_50/n03000684_2252.JPEG,collision_attack_outputs_nhash_pilot/n03000684_2252_opt.png,collision_attack_outputs_nhash_pilot/n03000684_2252_target.png,data/imagenette2-320/train/n02102040/n02102040_4704.JPEG,31.10896873474121,0.3490196466445923,0.9522762894630432,1171
inputs/inputs_50/n03000684_22892.JPEG,collision_attack_outputs_nhash_pilot/n03000684_22892_opt.png,collision_attack_outputs_nhash_pilot/n03000684_22892_target.png,data/imagenette2-320/train/n03417042/n03417042_4674.JPEG,12.670743942260742,0.16470587253570557,0.9823324680328369,481
inputs/inputs_50/n03000684_24020.JPEG,collision_attack_outputs_nhash_pilot/n03000684_24020_opt.png,collision_attack_outputs_nhash_pilot/n03000684_24020_target.png,data/imagenette2-320/train/n03425413/n03425413_20277.JPEG,18.201444625854492,0.2980392277240753,0.965049684047699,1221
