image_id,hash_method,attack_type,target_image_id,target_hash_hex,step,elapsed_ms,target_dist_raw,target_dist_norm,best_target_dist_norm,l2,linf,ssim,success,source_path,target_path
__HYPERPARAMS__,pdq,collision_whitebox_pdq_exact_smoketest,,,0,,,,,,,,,source=./inputs/pdq_subset_10; target_hashset=/home/exouser/ar-sec-eval/dataset_hashes/imagenette_train_pdq_hashes.csv; lr=0.002; opt=Adam; ssim_w=5.0; temperature=20.0; max_steps=50; target_hamming_T=0.0; threads=1; target_selection=nearest_distinct_hash; surrogate_median=source,
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,1,173.416,100.0,0.390625,0.390625,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,2,464.201,100.0,0.390625,0.390625,2.164503335952759,0.003921598196029663,0.9995473027229309,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,3,579.732,100.0,0.390625,0.390625,2.2700259685516357,0.003921598196029663,0.9994949698448181,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,4,687.898,100.0,0.390625,0.390625,2.2737252712249756,0.003921598196029663,0.9994984269142151,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,5,761.309,100.0,0.390625,0.390625,2.2817294597625732,0.003921598196029663,0.9994987845420837,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,6,870.277,98.0,0.3828125,0.3828125,4.011887073516846,0.007843166589736938,0.9989147782325745,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,7,978.937,98.0,0.3828125,0.3828125,4.2817583084106445,0.007843166589736938,0.9986836314201355,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,8,1083.563,98.0,0.3828125,0.3828125,4.329397678375244,0.007843166589736938,0.9986280798912048,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,9,1181.041,98.0,0.3828125,0.3828125,4.361602306365967,0.007843166589736938,0.9985913634300232,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,10,1288.642,100.0,0.390625,0.3828125,5.821207523345947,0.011764734983444214,0.9979841113090515,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,11,1389.214,100.0,0.390625,0.3828125,6.19791841506958,0.011764734983444214,0.9976282119750977,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,12,1485.744,100.0,0.390625,0.3828125,6.280379772186279,0.011764734983444214,0.9975107908248901,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,13,1572.036,100.0,0.390625,0.3828125,6.33113431930542,0.011764734983444214,0.9974349141120911,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,14,1652.822,100.0,0.390625,0.3828125,7.542311191558838,0.01568630337715149,0.9968453645706177,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,15,1754.651,102.0,0.3984375,0.3828125,8.02197265625,0.01568630337715149,0.9963982105255127,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,16,1851.008,102.0,0.3984375,0.3828125,8.143630981445312,0.01568630337715149,0.9962130188941956,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,17,1944.332,102.0,0.3984375,0.3828125,8.217512130737305,0.019607841968536377,0.996088445186615,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_exact_smoketest,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,18,2049.848,102.0,0.3984375,0.3828125,9.191373825073242,0.019607871770858765,0.995545506477356,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
