image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,best_dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,pdq,evasion_whitebox_pdq_0.30,0,,,,,,,,,source=/home/exouser/ar-sec-eval/inputs/inputs_500; lr=0.002; opt=Adam; ssim_w=5.0; temperature=20.0; max_steps=1000; hamming_T=0.3; threads=8
ILSVRC2012_val_00022792__914a966190,pdq,evasion_whitebox_pdq_0.30,1,151.622,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg
ILSVRC2012_val_00024560__e74ccf439a,pdq,evasion_whitebox_pdq_0.30,1,160.179,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00024560__e74ccf439a.jpeg
ILSVRC2012_val_00025121__4a16e48fd0,pdq,evasion_whitebox_pdq_0.30,1,161.556,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025121__4a16e48fd0.jpeg
ILSVRC2012_val_00003620__a6e4864228,pdq,evasion_whitebox_pdq_0.30,1,156.648,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003620__a6e4864228.jpeg
ILSVRC2012_val_00009111__afa522e7eb,pdq,evasion_whitebox_pdq_0.30,1,154.999,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg
ILSVRC2012_val_00025430__268ccfcd75,pdq,evasion_whitebox_pdq_0.30,1,163.982,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025430__268ccfcd75.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion_whitebox_pdq_0.30,1,160.328,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00014381__cdfef1d2c9,pdq,evasion_whitebox_pdq_0.30,1,168.328,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg
ILSVRC2012_val_00009111__afa522e7eb,pdq,evasion_whitebox_pdq_0.30,6,551.915,2.0,0.0078125,0.0078125,4.032110691070557,0.007843166589736938,0.998070240020752,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg
ILSVRC2012_val_00024560__e74ccf439a,pdq,evasion_whitebox_pdq_0.30,6,557.011,12.0,0.046875,0.046875,3.9872500896453857,0.007843166589736938,0.9986551403999329,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00024560__e74ccf439a.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion_whitebox_pdq_0.30,6,580.732,10.0,0.0390625,0.0390625,3.8428733348846436,0.007843166589736938,0.9975168704986572,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00022792__914a966190,pdq,evasion_whitebox_pdq_0.30,6,586.879,16.0,0.0625,0.0625,4.009851932525635,0.007843166589736938,0.9978129267692566,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg
ILSVRC2012_val_00003620__a6e4864228,pdq,evasion_whitebox_pdq_0.30,6,553.441,8.0,0.03125,0.03125,4.050490856170654,0.007843166589736938,0.9984963536262512,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003620__a6e4864228.jpeg
ILSVRC2012_val_00025121__4a16e48fd0,pdq,evasion_whitebox_pdq_0.30,6,580.879,6.0,0.0234375,0.0234375,4.057749271392822,0.007843166589736938,0.9979405999183655,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025121__4a16e48fd0.jpeg
ILSVRC2012_val_00025430__268ccfcd75,pdq,evasion_whitebox_pdq_0.30,6,584.255,6.0,0.0234375,0.0234375,4.073286533355713,0.007843166589736938,0.9976374506950378,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025430__268ccfcd75.jpeg
ILSVRC2012_val_00014381__cdfef1d2c9,pdq,evasion_whitebox_pdq_0.30,6,581.346,4.0,0.015625,0.015625,3.9223310947418213,0.007843166589736938,0.9978737235069275,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg
ILSVRC2012_val_00009111__afa522e7eb,pdq,evasion_whitebox_pdq_0.30,11,747.817,6.0,0.0234375,0.0234375,6.287256717681885,0.011764734983444214,0.9954414963722229,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg
ILSVRC2012_val_00014381__cdfef1d2c9,pdq,evasion_whitebox_pdq_0.30,11,778.913,6.0,0.0234375,0.0234375,6.030988693237305,0.011764734983444214,0.9957678914070129,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg
