image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,nhash,evasion,0,0,,,,,,,source=./inputs; lr=0.001; opt=Adam; ssim_w=5.0; edges_only=False; hamming_T=0.1; check_interval=1; threads=1
ILSVRC2012_val_00025890,nhash,evasion,1,0.001,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,2,180.494,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,3,279.188,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,4,384.673,3.0,0.03125,0.6660897731781006,0.003921598196029663,0.9998835921287537,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,5,491.914,5.0,0.0520833358168602,1.0173126459121704,0.003921598196029663,0.9997465014457703,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,6,595.054,5.0,0.0520833358168602,1.0737438201904297,0.003921598196029663,0.9997307658195496,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,7,698.982,5.0,0.0520833358168602,1.1270127296447754,0.003921598196029663,0.9997236728668213,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,8,825.424,5.0,0.0520833358168602,1.1887075901031494,0.003921598196029663,0.9997054934501648,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,9,959.512,5.0,0.0520833358168602,1.245139718055725,0.003921598196029663,0.9996821880340576,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,10,1065.892,5.0,0.0520833358168602,1.2941830158233643,0.003921598196029663,0.9996585845947266,0,./inputs/ILSVRC2012_val_00025890.JPEG
