image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,best_dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,pdq,evasion_blackbox_pdq,0,,,,,,,,,source=./inputs/pdq_single_debug; lr=0.02; c_spsa=0.1; spsa_samples=32; max_steps=100; ssim_w=1.0; hamming_T=0.08; threads=1; oracle=current_image_median
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,1,246.376,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,2,654.295,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,3,928.965,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,4,1157.526,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,5,1384.607,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,6,1613.109,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,7,1839.059,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,8,2073.535,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,9,2312.927,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,10,2539.816,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,11,2764.445,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,12,3025.237,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,13,3252.655,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,14,3547.601,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,15,3783.264,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
n03425413_n03425413_1342,pdq,evasion_blackbox_pdq,16,4012.623,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_single_debug/n03425413_n03425413_1342.jpeg
