image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,best_dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,pdq,evasion_blackbox_pdq,0,,,,,,,,,source=./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg; lr=0.02; c_spsa=0.02; spsa_samples=4; max_steps=30; ssim_w=1.0; hamming_T=0.08; threads=1; oracle=current_image_median
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,1,941.683,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,2,2307.523,2.0,0.0078125,0.0078125,1.0556755065917969,0.003921598196029663,0.9997680187225342,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,3,3845.368,2.0,0.0078125,0.0078125,1.4932366609573364,0.003921598196029663,0.9995373487472534,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,4,5328.496,2.0,0.0078125,0.0078125,1.6704010963439941,0.007843166589736938,0.9994219541549683,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,5,6894.51,2.0,0.0078125,0.0078125,1.563788652420044,0.007843166589736938,0.9994949102401733,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,6,8649.957,2.0,0.0078125,0.0078125,1.879480242729187,0.011764734983444214,0.9992713928222656,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,7,10231.487,2.0,0.0078125,0.0078125,1.9302316904067993,0.011764734983444214,0.9992315173149109,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,8,12076.503,2.0,0.0078125,0.0078125,2.0249528884887695,0.011764734983444214,0.9991544485092163,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,9,13868.547,4.0,0.015625,0.015625,2.2446181774139404,0.0156862735748291,0.9989623427391052,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,10,15471.488,4.0,0.015625,0.015625,2.3668107986450195,0.01568630337715149,0.9988493323326111,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,11,17235.5,4.0,0.015625,0.015625,2.4432809352874756,0.01568630337715149,0.9987745881080627,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,12,18902.483,4.0,0.015625,0.015625,2.223407030105591,0.01568630337715149,0.9989835023880005,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,13,20329.329,4.0,0.015625,0.015625,2.2627997398376465,0.01568630337715149,0.998947262763977,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,14,22137.51,4.0,0.015625,0.015625,2.3356363773345947,0.019607841968536377,0.9988769292831421,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,15,23411.339,4.0,0.015625,0.015625,2.5911941528320312,0.019607841968536377,0.9986212253570557,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,16,25198.543,4.0,0.015625,0.015625,2.406895160675049,0.019607841968536377,0.9988066554069519,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,17,27035.882,4.0,0.015625,0.015625,2.4412286281585693,0.019607841968536377,0.9987725615501404,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,18,28842.186,4.0,0.015625,0.015625,2.6953647136688232,0.019607841968536377,0.9985047578811646,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,19,30561.759,4.0,0.015625,0.015625,2.730846881866455,0.019607841968536377,0.9984660148620605,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,20,32277.53,4.0,0.015625,0.015625,2.5439720153808594,0.019607871770858765,0.9986677765846252,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,21,33628.253,4.0,0.015625,0.015625,2.5439720153808594,0.019607871770858765,0.9986677765846252,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,22,34939.69,4.0,0.015625,0.015625,2.7982072830200195,0.019607871770858765,0.9983932971954346,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,23,36526.289,4.0,0.015625,0.015625,2.5763449668884277,0.019607841968536377,0.9986359477043152,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,24,37805.487,4.0,0.015625,0.015625,2.5763449668884277,0.019607841968536377,0.9986359477043152,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,25,39354.484,4.0,0.015625,0.015625,2.576348066329956,0.019607841968536377,0.9986359477043152,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,26,41089.495,4.0,0.015625,0.015625,2.576348066329956,0.019607841968536377,0.9986359477043152,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,27,42370.504,4.0,0.015625,0.015625,2.8932433128356934,0.019607871770858765,0.9982810616493225,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,28,43966.49,4.0,0.015625,0.015625,2.960233449935913,0.019607871770858765,0.9981998205184937,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,29,45754.894,4.0,0.015625,0.015625,2.960233449935913,0.019607871770858765,0.9981998205184937,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
n03445777_n03445777_9270,pdq,evasion_blackbox_pdq,30,47573.489,4.0,0.015625,0.015625,2.960233449935913,0.019607871770858765,0.9981998205184937,0,./inputs/pdq_subset_10/n03445777_n03445777_9270.jpeg
