image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,nhash,evasion,0,0,,,,,,,source=./inputs; lr=0.001; opt=Adam; ssim_w=5.0; edges_only=False; hamming_T=0.1; check_interval=1; threads=1
ILSVRC2012_val_00025890,nhash,evasion,1,0.002,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,2,158.929,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,3,267.19,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,4,368.893,3.0,0.03125,0.6660204529762268,0.003921598196029663,0.9998835921287537,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,5,471.05,5.0,0.0520833358168602,1.0171992778778076,0.003921598196029663,0.999746561050415,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,6,580.046,5.0,0.0520833358168602,1.0737652778625488,0.003921598196029663,0.9997307658195496,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,7,682.271,5.0,0.0520833358168602,1.1269445419311523,0.003921598196029663,0.9997236728668213,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,8,781.055,5.0,0.0520833358168602,1.1887141466140747,0.003921598196029663,0.9997054934501648,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,9,879.524,5.0,0.0520833358168602,1.2451459169387817,0.003921598196029663,0.9996823668479919,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,10,982.384,5.0,0.0520833358168602,1.2942365407943726,0.003921598196029663,0.999658465385437,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,11,1083.444,5.0,0.0520833358168602,1.3380309343338013,0.003921598196029663,0.9996344447135925,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,12,1188.41,5.0,0.0520833358168602,1.530427098274231,0.007843166589736938,0.9995659589767456,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,13,1289.126,5.0,0.0520833358168602,1.7426773309707642,0.007843166589736938,0.9994910359382629,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,14,1398.14,5.0,0.0520833358168602,1.8496006727218628,0.007843166589736938,0.9994524717330933,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,15,1501.515,5.0,0.0520833358168602,1.9332935810089111,0.007843166589736938,0.9994217753410339,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,16,1593.596,6.0,0.0625,2.007303237915039,0.007843166589736938,0.9993924498558044,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,17,1686.083,7.0,0.0729166716337204,2.0776617527008057,0.007843166589736938,0.9993605017662048,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,18,1796.419,7.0,0.0729166716337204,2.1438825130462646,0.007843166589736938,0.9993299841880798,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,19,1897.112,8.0,0.0833333358168602,2.216057777404785,0.011764734983444214,0.9992932677268982,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,20,1999.287,10.0,0.1041666716337204,2.3861351013183594,0.011764734983444214,0.9992148876190186,1,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00026061,nhash,evasion,1,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,2,77.984,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,3,158.007,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,4,233.287,0.0,0.0,0.27143943309783936,0.003921598196029663,0.9999876022338867,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,5,310.168,1.0,0.010416666977107525,0.5670702457427979,0.003921598196029663,0.9999604821205139,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,6,386.904,1.0,0.010416666977107525,0.6150115132331848,0.003921598196029663,0.999955415725708,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,7,463.555,1.0,0.010416666977107525,0.6550428867340088,0.003921598196029663,0.9999513030052185,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,8,543.861,1.0,0.010416666977107525,0.6919207572937012,0.003921598196029663,0.999946653842926,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,9,617.919,1.0,0.010416666977107525,0.7221012711524963,0.003921598196029663,0.9999402165412903,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,10,693.79,1.0,0.010416666977107525,0.7489888072013855,0.003921598196029663,0.9999364018440247,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,11,767.307,1.0,0.010416666977107525,0.7716925740242004,0.003921598196029663,0.9999333024024963,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,12,849.833,1.0,0.010416666977107525,0.8205267786979675,0.007843166589736938,0.9999236464500427,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,13,924.611,1.0,0.010416666977107525,0.9024550914764404,0.007843166589736938,0.9999085068702698,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,14,1006.498,1.0,0.010416666977107525,0.9602800011634827,0.007843166589736938,0.9998978972434998,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,15,1078.159,1.0,0.010416666977107525,1.0091241598129272,0.007843166589736938,0.9998863339424133,0,./inputs/ILSVRC2012_val_00026061.JPEG
ILSVRC2012_val_00026061,nhash,evasion,16,1155.969,2.0,0.02083333395421505,1.0528078079223633,0.007843166589736938,0.999876856803894,0,./inputs/ILSVRC2012_val_00026061.JPEG
