image_id,threshold,success,steps,dist_norm,dist_raw,l2,l_inf,ssim,time_ms,orig_hash_hex,final_hash_hex
ILSVRC2012_val_00003351__a4591751d1,0.08,1,23,0.09375,24,3.215975761413574,0.011764734983444214,0.9974786043167114,3983.7159580001753,c67719997377ac62558de667a8d856a1026eafdd54aab740089577ee340081ff,c6671988737f8c62558df667a9d854a1006ebf5140aab340489d77ee3e01e3ff
ILSVRC2012_val_00003620__a6e4864228,0.08,1,36,0.09375,24,4.889285564422607,0.019607871770858765,0.9965609908103943,7103.886228999727,f5c30e7e780e78a0c3e99c7f9f0f005c387e7bcc31cba0d724f020f88c6cc787,e5c30e77780c78b0c1e9b47f9f0700dc387cdbdc31df28d625f820e80c6dc787
ILSVRC2012_val_00009111__afa522e7eb,0.08,1,77,0.0859375,22,7.566841125488281,0.05098038911819458,0.9892823100090027,14736.055650999788,e78286909da84bfecc803f74c2bc5378697db83a3bdecd9d39b8495a55862492,e78287909dbc49fedc803f52c2bc1370697db83a33d6cdb939b8495b75806586
ILSVRC2012_val_00014381__cdfef1d2c9,0.08,1,20,0.0859375,22,2.7464897632598877,0.011764734983444214,0.9979633092880249,4056.337979000091,84515b2ee40ab5ca53ae4e997b2d6833256e85f61f895a8978bbb17e26f38344,84515b3ee450b5c853ae4e997a276932246e85f41f8e5a8978bbb17e23faa744
ILSVRC2012_val_00022792__914a966190,0.08,1,13,0.0859375,22,2.224985122680664,0.007843166589736938,0.9984659552574158,2701.1602739999034,ccc6e99233188ce7cce7331c630ccc730db37cce91cc73316c67ccced19c3331,cce6e1923318cce7cce7331c6338cc7319b370ce96cc333124e3ccccd39c333b
ILSVRC2012_val_00024560__e74ccf439a,0.08,1,20,0.0859375,22,3.032153844833374,0.011764734983444214,0.9983512759208679,4099.513643000137,b667c36a89983c9b6e5d47e44b36a41691d8db89793505bf22fba74214a49aad,a667c26a89983c9b6e55476c4b66a45391dbdb897f1505b722fb254a94a49ae5
ILSVRC2012_val_00025121__4a16e48fd0,0.08,1,32,0.0859375,22,4.494358539581299,0.019607871770858765,0.9968788623809814,4971.024282000144,a514d93358ce66d34ceb5b646799665c33670d3b09b38e4c0c66f9861f387393,b714993358ce66d34ceb5b646599669c33670ebf39b3ce4c1c6029863f383383
ILSVRC2012_val_00025430__268ccfcd75,0.08,1,19,0.09375,24,2.8830785751342773,0.011764734983444214,0.9981003999710083,4163.479749000089,b5041aeec2cb6c1bd3646f857e3b02df37671f306ca0bf6282fb5f9346322124,b5041aec52cb6c1fd36467c57e3802df67471fb06cf0bf6682f37b9341702125
ILSVRC2012_val_00026451__2bb12e27a0,0.08,1,28,0.0859375,22,4.258540153503418,0.01568630337715149,0.9976067543029785,3703.1159539997134,9dea16ea5fa6f699a845699e37992c846699279962287a55d47a0e26fa678962,9dea17aa5fa6f699a8456b922798248e669927996662ef5596720e26fa678162
ILSVRC2012_val_00033842__8e8328da37,0.08,1,25,0.0859375,22,4.01973819732666,0.011764734983444214,0.9973384141921997,3356.1190149998765,87bf0dafb8402a4ae63f94b7378cc38818726ece9ee9f039e3908b87354e49cc,87af0de3b8482a4ae63f9cf7378cc38818722cc71fedb039e318878f714e49cc
ILSVRC2012_val_00034021__d73eace08d,0.08,1,16,0.0859375,22,2.5760467052459717,0.007843166589736938,0.9987190365791321,2234.237122000195,f8eb896347167e9c98aa2963375530bd5f266703909c195c7d26148b5dc73f46,f8eb896347167c9c98aa2963355130bf4f266713309d195e7da014da79c52f76
ILSVRC2012_val_00035211__a87b15690b,0.08,1,20,0.0859375,22,3.01808500289917,0.011764734983444214,0.9986054301261902,2865.285809999932,996d61b42c42ef8991fd34406718e96ffc6d1d91108b674968b9c123bfc03cff,9b6d61b42c42ef0991fd74426310ebeff46d1d91140a665d4cb1c12bb7c43cfb
