image_id,threshold,success,steps,dist_norm,dist_raw,l2,l_inf,ssim,time_ms,orig_hash_hex,final_hash_hex
ILSVRC2012_val_00003351__a4591751d1,0.3,1,192,0.3046875,78,15.768928527832031,0.1294117569923401,0.9652339816093445,21814.307560999623,c67719997377ac62558de667a8d856a1026eafdd54aab740089577ee340081ff,86261988733c8472559d7b6229d855a7291eb81140f4eaaa60dfcffe3e09cbfd
ILSVRC2012_val_00003620__a6e4864228,0.3,1,561,0.3046875,78,23.967721939086914,0.2549019753932953,0.9328404664993286,76011.60215099981,f5c30e7e780e78a0c3e99c7f9f0f005c387e7bcc31cba0d724f020f88c6cc787,e5d30651780d78b4c1efb4779f1640c578bdc8fc839f0cdced0c286c4c6ba365
ILSVRC2012_val_00009111__afa522e7eb,0.3,0,2000,0.2265625,58,31.99833869934082,0.4313725531101227,0.8215004205703735,235118.729585,e78286909da84bfecc803f74c2bc5378697db83a3bdecd9d39b8495a55862492,e7d887909dfc8ddc9ca43e52c2b711f07959b88a33d2cdb33928c9dd5500e5a6
ILSVRC2012_val_00014381__cdfef1d2c9,0.3,1,243,0.3046875,78,17.98659324645996,0.1607843041419983,0.9551110863685608,30983.674470000096,84515b2ee40ab5ca53ae4e997b2d6833256e85f61f895a8978bbb17e26f38344,84151b36d481b4dd1dbc6e8b6a326d3e646b95ec17ee5e08681bf13561dcd661
ILSVRC2012_val_00022792__914a966190,0.3,1,70,0.3046875,78,9.325704574584961,0.04313728213310242,0.9895592331886292,8030.00309700019,ccc6e99233188ce7cce7331c630ccc730db37cce91cc73316c67ccced19c3331,cce3e5b23338cc668cc7339877b28ce15a5fb1c40e0cb33ba7c3ccc4fb18269a
ILSVRC2012_val_00024560__e74ccf439a,0.3,1,105,0.3046875,78,12.00429630279541,0.07450982928276062,0.9864720702171326,13572.837915000036,b667c36a89983c9b6e5d47e44b36a41691d8db89793505bf22fba74214a49aad,a676cae5998c38997c41432f4a66a4fb904bdacc7f457432225a6d7ad49d82f5
ILSVRC2012_val_00025121__4a16e48fd0,0.3,1,202,0.3046875,78,17.649459838867188,0.13725489377975464,0.9754229187965393,21860.15594699984,a514d93358ce66d34ceb5b646799665c33670d3b09b38e4c0c66f9861f387393,f6048d5158ec26b74ed7d9246d9872a833232e9f799357cc7ee001d7383d31a3
ILSVRC2012_val_00025430__268ccfcd75,0.3,1,216,0.3046875,78,16.67359161376953,0.13333335518836975,0.9585078954696655,27866.248149000057,b5041aeec2cb6c1bd3646f857e3b02df37671f306ca0bf6282fb5f9346322124,b5141aec52896c3dd37277cc7e306398e7c315b14adabaa6cdd73b3b21740509
ILSVRC2012_val_00026451__2bb12e27a0,0.3,1,261,0.3046875,78,18.01492691040039,0.14901962876319885,0.9664755463600159,29073.642856000333,9dea16ea5fa6f699a845699e37992c846699279962287a55d47a0e26fa678962,9df617ea16a6b799a7556f902788201f701c23196663c5a50e1693667e6792fe
ILSVRC2012_val_00033842__8e8328da37,0.3,1,372,0.3046875,78,22.28995132446289,0.19215688109397888,0.9560526609420776,44761.44020599986,87bf0dafb8402a4ae63f94b7378cc38818726ece9ee9f039e3908b87354e49cc,87af5ef0986a220acf639ce03fa8c2c8b0d22da71daf3439c3be87eef0de08c1
ILSVRC2012_val_00034021__d73eace08d,0.3,1,162,0.3046875,78,14.494016647338867,0.10588237643241882,0.9780082702636719,20629.156747999787,f8eb896347167e9c98aa2963375530bd5f266703909c195c7d26148b5dc73f46,f8eb89614716389c98ea2c7324d11aee6b2f671c219d2896beb936da63fc007b
ILSVRC2012_val_00035211__a87b15690b,0.3,1,300,0.3046875,78,18.713653564453125,0.19607844948768616,0.9622989892959595,39160.884592,996d61b42c42ef8991fd34406718e96ffc6d1d91108b674968b9c123bfc03cff,9b2d61b62452ce2f809d7c466392ebeaf0e83fb08e4262546ef4d0beb64f3e03
ILSVRC2012_val_00036282__912a02449b,0.3,1,226,0.3046875,78,16.42634391784668,0.14509806036949158,0.9566090106964111,32628.706862999934,a7b4061bf659b3f051e5cccbcdccb0767820bbb0443abc907968af96d816ac67,a7a4069ffe58b3e2d163efc1dfeda2667e66b933df19f050712680182188d0e1
ILSVRC2012_val_00042802__b3ec497cae,0.3,1,102,0.3046875,78,11.715474128723145,0.07058823108673096,0.9822906851768494,13542.429852000168,b71083ccc9e0edd7e6367238f04ebd8058ec104dfcf35e21ff3b9eb251c0041f,b6088624c9d3f4fbe525f320601bbd90798418ffb2025f01ef17df961b6d8a4f
ILSVRC2012_val_00042982__8cc7dceb6d,0.3,1,540,0.3046875,78,27.152311325073242,0.2862744927406311,0.8934111595153809,65978.65115900003,c3da09d8c8b86aab5c837c156e7e8557c0c217ea8561d8a25af6c8546aea35ff,c3fa05d9c9297e8a7987780d797f8055c4f0c26d92e4e2665dcdc3416e3832de
n01440764_10162__84cc2831d7,0.3,1,467,0.3046875,78,20.69678497314453,0.20000001788139343,0.9664273262023926,46781.2563299999,898afc893255d0c6c7594e2b0d64301f388ecbdec337e44f0e33f8743a7ecba8,88ceec8e3211d278c1554f8f4d65f71d180e8a4603bef4dbe4a5315af863abb5
n01440764_10290__2bf754533f,0.3,1,280,0.3046875,78,19.19202423095703,0.17254900932312012,0.9507111310958862,33548.99465200015,c9674c9c649a32db1f6133e62736671ac89bcc9979cd9a643994271b33ac0773,c9cd4ced259130cd0a6031e62272221db4ddcce332489c6675be67f133776ef3
n01440764_10320__a84a26b7eb,0.3,1,219,0.3046875,78,17.920185089111328,0.1411764919757843,0.9685667157173157,30097.070107000036,e059e73de606da627da5a1d698374862c9a61d99b0d8ebd95208dd656993369e,a050f669a367de6a74b197cb9e5618f6ccc20999a49ded18169d2825ed7526d6
n01440764_10331__0c3e3d0e12,0.3,1,678,0.3046875,78,27.523576736450195,0.2980392277240753,0.8958854675292969,94108.207279,b31cdc13f8ef0cae2c063cd5e70df0b8d2d852481d70a593a4bda2be82362fbe,b307d8d3dae20c0b28d5215e870ef0b0128b4b1d0931a567b4ffa7fbe43f0c7d
