2026-03-27 15:05:28.986882
file,optimized_file,target_file,target_image_path,l2,l_inf,ssim,steps
Hyperparameter,/home/exouser/ar-sec-eval/inputs/inputs_500,0.001,Adam,5.0,20.0
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00024560__e74ccf439a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00024560__e74ccf439a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00024560__e74ccf439a_target.png,data/imagenette2-320/train/n03417042/n03417042_17233.JPEG,10.75014877319336,0.054901957511901855,0.9945241808891296,91
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00022792__914a966190_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00022792__914a966190_target.png,data/imagenette2-320/train/n03445777/n03445777_7147.JPEG,11.931968688964844,0.07058826088905334,0.9888803958892822,121
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00003351__a4591751d1_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00003351__a4591751d1_target.png,data/imagenette2-320/train/n02102040/n02102040_5666.JPEG,17.305702209472656,0.14901962876319885,0.9689271450042725,221
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00026451__2bb12e27a0.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00026451__2bb12e27a0_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00026451__2bb12e27a0_target.png,data/imagenette2-320/train/n03394916/n03394916_61793.JPEG,8.707598686218262,0.0627451241016388,0.990125298500061,101
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00014381__cdfef1d2c9_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/ILSVRC2012_val_00014381__cdfef1d2c9_target.png,data/imagenette2-320/train/n03888257/ILSVRC2012_val_00026575.JPEG,18.064828872680664,0.19999998807907104,0.9792495369911194,331
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10320__a84a26b7eb.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_10320__a84a26b7eb_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_10320__a84a26b7eb_target.png,data/imagenette2-320/train/n01440764/n01440764_13905.JPEG,14.392430305480957,0.4431372582912445,0.9813858270645142,1831
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10740__1fa155594a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_10740__1fa155594a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_10740__1fa155594a_target.png,data/imagenette2-320/train/n02102040/n02102040_265.JPEG,13.68826675415039,0.15294119715690613,0.9828406572341919,241
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11331__6fd81c874c.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_11331__6fd81c874c_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_11331__6fd81c874c_target.png,data/imagenette2-320/train/n03000684/n03000684_11229.JPEG,10.44198989868164,0.11372548341751099,0.9881893992424011,161
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11420__dc304ee09f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_11420__dc304ee09f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_11420__dc304ee09f_target.png,data/imagenette2-320/train/n02102040/ILSVRC2012_val_00004553.JPEG,14.192663192749023,0.11764708161354065,0.977725625038147,171
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11750__62b6589c84.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_11750__62b6589c84_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_11750__62b6589c84_target.png,data/imagenette2-320/train/n03000684/n03000684_28418.JPEG,25.12018394470215,0.18039217591285706,0.9488905072212219,291
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_12151__a2278c9f4f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_12151__a2278c9f4f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_12151__a2278c9f4f_target.png,data/imagenette2-320/train/n01440764/n01440764_5698.JPEG,22.2657470703125,0.2196078598499298,0.9655036330223083,461
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_18220__22334a92a3.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_18220__22334a92a3_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_18220__22334a92a3_target.png,data/imagenette2-320/train/n02102040/n02102040_2149.JPEG,9.975091934204102,0.07058826088905334,0.9808903932571411,111
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_2121__bc5e50735a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_2121__bc5e50735a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_2121__bc5e50735a_target.png,data/imagenette2-320/train/n03394916/n03394916_15996.JPEG,13.868671417236328,0.12156862020492554,0.956845760345459,171
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_2690__0c8f7b6563.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_2690__0c8f7b6563_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_phash/n01440764_2690__0c8f7b6563_target.png,data/imagenette2-320/train/n03425413/n03425413_16203.JPEG,13.001431465148926,0.16078433394432068,0.9829248785972595,211
