image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,best_dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,pdq,evasion_whitebox_pdq_0.08,0,,,,,,,,,source=/home/exouser/ar-sec-eval/inputs/inputs_500; lr=0.002; opt=Adam; ssim_w=5.0; temperature=20.0; max_steps=500; hamming_T=0.08; threads=8
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion_whitebox_pdq_0.08,1,189.434,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00014381__cdfef1d2c9,pdq,evasion_whitebox_pdq_0.08,1,201.332,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg
ILSVRC2012_val_00025430__268ccfcd75,pdq,evasion_whitebox_pdq_0.08,1,185.63,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025430__268ccfcd75.jpeg
ILSVRC2012_val_00022792__914a966190,pdq,evasion_whitebox_pdq_0.08,1,201.727,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg
ILSVRC2012_val_00024560__e74ccf439a,pdq,evasion_whitebox_pdq_0.08,1,188.906,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00024560__e74ccf439a.jpeg
ILSVRC2012_val_00003620__a6e4864228,pdq,evasion_whitebox_pdq_0.08,1,209.427,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003620__a6e4864228.jpeg
ILSVRC2012_val_00025121__4a16e48fd0,pdq,evasion_whitebox_pdq_0.08,1,206.028,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025121__4a16e48fd0.jpeg
ILSVRC2012_val_00009111__afa522e7eb,pdq,evasion_whitebox_pdq_0.08,1,207.547,0.0,0.0,0.0,0.0,0.0,0.0,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg
ILSVRC2012_val_00025121__4a16e48fd0,pdq,evasion_whitebox_pdq_0.08,6,632.373,6.0,0.0234375,0.0234375,4.057749271392822,0.007843166589736938,0.9979405999183655,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025121__4a16e48fd0.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion_whitebox_pdq_0.08,6,631.553,10.0,0.0390625,0.0390625,3.8428733348846436,0.007843166589736938,0.9975168704986572,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00024560__e74ccf439a,pdq,evasion_whitebox_pdq_0.08,6,637.436,12.0,0.046875,0.046875,3.9872500896453857,0.007843166589736938,0.9986551403999329,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00024560__e74ccf439a.jpeg
ILSVRC2012_val_00022792__914a966190,pdq,evasion_whitebox_pdq_0.08,6,635.438,16.0,0.0625,0.0625,4.009851932525635,0.007843166589736938,0.9978129267692566,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg
ILSVRC2012_val_00009111__afa522e7eb,pdq,evasion_whitebox_pdq_0.08,6,635.548,2.0,0.0078125,0.0078125,4.032110691070557,0.007843166589736938,0.998070240020752,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg
ILSVRC2012_val_00014381__cdfef1d2c9,pdq,evasion_whitebox_pdq_0.08,6,635.212,4.0,0.015625,0.015625,3.9223310947418213,0.007843166589736938,0.9978737235069275,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg
ILSVRC2012_val_00025430__268ccfcd75,pdq,evasion_whitebox_pdq_0.08,6,627.956,6.0,0.0234375,0.0234375,4.073286533355713,0.007843166589736938,0.9976374506950378,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025430__268ccfcd75.jpeg
ILSVRC2012_val_00003620__a6e4864228,pdq,evasion_whitebox_pdq_0.08,6,636.176,8.0,0.03125,0.03125,4.050490856170654,0.007843166589736938,0.9984963536262512,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003620__a6e4864228.jpeg
ILSVRC2012_val_00025121__4a16e48fd0,pdq,evasion_whitebox_pdq_0.08,11,973.127,10.0,0.0390625,0.0390625,6.2119526863098145,0.011764734983444214,0.9958439469337463,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025121__4a16e48fd0.jpeg
ILSVRC2012_val_00009111__afa522e7eb,pdq,evasion_whitebox_pdq_0.08,11,978.697,6.0,0.0234375,0.0234375,6.287257671356201,0.011764734983444214,0.9954414963722229,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg
ILSVRC2012_val_00022792__914a966190,pdq,evasion_whitebox_pdq_0.08,11,979.146,24.0,0.09375,0.09375,6.09738826751709,0.011764734983444214,0.9958001971244812,1,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion_whitebox_pdq_0.08,11,983.374,12.0,0.046875,0.046875,5.913387775421143,0.011764734983444214,0.9951646327972412,0,/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
