image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,best_dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,pdq,evasion_blackbox_pdq,0,,,,,,,,,source=./inputs/pdq_subset_10; lr=0.02; c_spsa=0.02; spsa_samples=4; max_steps=300; ssim_w=1.0; hamming_T=0.08; threads=1; oracle=current_image_median
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,1,89.345,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,2,250.7,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,3,505.083,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,4,613.046,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,5,698.428,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,6,804.233,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,7,887.881,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,8,977.682,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,9,1055.628,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
n01440764_n01440764_8052,pdq,evasion_blackbox_pdq,10,1148.051,0.0,0.0,0.0,0.0,0.0,0.0,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg
