image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,l2,linf,ssim,success,source_path
__HYPERPARAMS__,nhash,evasion,0,0,,,,,,,source=./inputs; lr=0.001; opt=Adam; ssim_w=5.0; edges_only=False; hamming_T=0.1; check_interval=1; threads=1
__HYPERPARAMS__,nhash,evasion,0,0,,,,,,,source=./inputs; lr=0.001; opt=Adam; ssim_w=5.0; edges_only=False; hamming_T=0.1; check_interval=1; threads=1
__HYPERPARAMS__,nhash,evasion,0,0,,,,,,,source=./inputs; lr=0.001; opt=Adam; ssim_w=5.0; edges_only=False; hamming_T=0.1; check_interval=1; threads=1
ILSVRC2012_val_00025890,nhash,evasion,1,0.001,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,2,200.547,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,3,308.273,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,4,414.368,3.0,0.03125,0.665858805179596,0.003921598196029663,0.9998837113380432,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,5,515.156,5.0,0.0520833358168602,1.01716148853302,0.003921598196029663,0.999746561050415,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,6,618.55,5.0,0.0520833358168602,1.0736650228500366,0.003921598196029663,0.9997307658195496,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,7,723.059,5.0,0.0520833358168602,1.1269649267196655,0.003921598196029663,0.9997237324714661,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,8,824.242,5.0,0.0520833358168602,1.1886171102523804,0.003921598196029663,0.9997055530548096,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,9,925.98,5.0,0.0520833358168602,1.2451459169387817,0.003921598196029663,0.9996822476387024,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,10,1028.281,5.0,0.0520833358168602,1.2942126989364624,0.003921598196029663,0.9996585845947266,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,11,1124.511,5.0,0.0520833358168602,1.3379907608032227,0.003921598196029663,0.9996344447135925,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,12,1238.683,5.0,0.0520833358168602,1.5303717851638794,0.007843166589736938,0.9995659589767456,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,13,1344.706,5.0,0.0520833358168602,1.7425141334533691,0.007843166589736938,0.9994912147521973,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,14,1448.868,5.0,0.0520833358168602,1.8493679761886597,0.007843166589736938,0.9994526505470276,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,15,1552.374,5.0,0.0520833358168602,1.933329463005066,0.007843166589736938,0.9994217753410339,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,16,1656.337,6.0,0.0625,2.0071842670440674,0.007843166589736938,0.9993925094604492,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,17,1759.844,7.0,0.0729166716337204,2.077510118484497,0.007843166589736938,0.9993606805801392,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,18,1866.1,7.0,0.0729166716337204,2.1437571048736572,0.007843166589736938,0.9993300437927246,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,19,1970.115,8.0,0.0833333358168602,2.2157418727874756,0.011764734983444214,0.9992935657501221,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,20,2072.498,10.0,0.1041666716337204,2.3857548236846924,0.011764734983444214,0.9992148876190186,1,./inputs/ILSVRC2012_val_00025890.JPEG
__HYPERPARAMS__,nhash,evasion,0,0,,,,,,,source=./inputs; lr=0.001; opt=Adam; ssim_w=5.0; edges_only=False; hamming_T=0.1; check_interval=1; threads=1
ILSVRC2012_val_00025890,nhash,evasion,1,0.002,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,2,157.408,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,3,263.849,0.0,0.0,0.0,0.0,0.0,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,4,364.726,3.0,0.03125,0.6659973859786987,0.003921598196029663,0.9998837113380432,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,5,467.123,5.0,0.0520833358168602,1.0172446966171265,0.003921598196029663,0.9997465014457703,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,6,566.024,5.0,0.0520833358168602,1.0737797021865845,0.003921598196029663,0.9997307658195496,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,7,666.474,5.0,0.0520833358168602,1.1269513368606567,0.003921598196029663,0.9997237324714661,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,8,762.65,5.0,0.0520833358168602,1.1886494159698486,0.003921598196029663,0.9997055530548096,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,9,864.642,5.0,0.0520833358168602,1.245232343673706,0.003921598196029663,0.9996821880340576,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,10,966.835,5.0,0.0520833358168602,1.2942899465560913,0.003921598196029663,0.9996585845947266,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,11,1070.201,5.0,0.0520833358168602,1.3379734754562378,0.003921598196029663,0.9996344447135925,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,12,1174.153,5.0,0.0520833358168602,1.530341625213623,0.007843166589736938,0.9995660781860352,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,13,1282.249,5.0,0.0520833358168602,1.7425097227096558,0.007843166589736938,0.9994910359382629,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,14,1385.523,5.0,0.0520833358168602,1.849442720413208,0.007843166589736938,0.9994526505470276,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,15,1494.133,5.0,0.0520833358168602,1.9333134889602661,0.007843166589736938,0.9994218349456787,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,16,1592.622,6.0,0.0625,2.0072953701019287,0.007843166589736938,0.9993925094604492,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,17,1698.602,6.0,0.0625,2.077694892883301,0.007843166589736938,0.9993606209754944,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,18,1807.547,7.0,0.0729166716337204,2.1439003944396973,0.007843166589736938,0.9993298053741455,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,19,1908.699,8.0,0.0833333358168602,2.215918779373169,0.011764734983444214,0.9992935657501221,0,./inputs/ILSVRC2012_val_00025890.JPEG
ILSVRC2012_val_00025890,nhash,evasion,20,2013.66,10.0,0.1041666716337204,2.385838747024536,0.011764734983444214,0.9992150664329529,1,./inputs/ILSVRC2012_val_00025890.JPEG
