2026-03-27 12:29:52.016502
file,optimized_file,target_file,target_image_path,l2,l_inf,ssim,steps
Hyperparameter,/home/exouser/ar-sec-eval/inputs/inputs_500,0.001,Adam,100.0,False
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00024560__e74ccf439a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00024560__e74ccf439a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00024560__e74ccf439a_target.png,data/imagenette2-320/train/n03417042/n03417042_20609.JPEG,13.727118492126465,0.13333335518836975,0.9887006282806396,421
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00025121__4a16e48fd0.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00025121__4a16e48fd0_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00025121__4a16e48fd0_target.png,data/imagenette2-320/train/n03888257/n03888257_23868.JPEG,18.676128387451172,0.21568629145622253,0.9774622321128845,431
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00026451__2bb12e27a0.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00026451__2bb12e27a0_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00026451__2bb12e27a0_target.png,data/imagenette2-320/train/n03028079/n03028079_9768.JPEG,13.803581237792969,0.05882355570793152,0.9792563915252686,111
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00033842__8e8328da37.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00033842__8e8328da37_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00033842__8e8328da37_target.png,data/imagenette2-320/train/n03417042/ILSVRC2012_val_00013925.JPEG,13.126909255981445,0.11372551321983337,0.9834656119346619,221
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00035211__a87b15690b.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00035211__a87b15690b_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00035211__a87b15690b_target.png,data/imagenette2-320/train/n03425413/n03425413_2074.JPEG,15.177945137023926,0.10588237643241882,0.9737916588783264,201
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00014381__cdfef1d2c9.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00014381__cdfef1d2c9_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00014381__cdfef1d2c9_target.png,data/imagenette2-320/train/n03888257/n03888257_36463.JPEG,11.747939109802246,0.18431374430656433,0.9861485362052917,631
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00034021__d73eace08d.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00034021__d73eace08d_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00034021__d73eace08d_target.png,data/imagenette2-320/train/n03888257/n03888257_34157.JPEG,29.074745178222656,0.541176438331604,0.9627645015716553,1731
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00042982__8cc7dceb6d.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00042982__8cc7dceb6d_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00042982__8cc7dceb6d_target.png,data/imagenette2-320/train/n02979186/n02979186_15747.JPEG,18.193334579467773,0.19607844948768616,0.9534904360771179,471
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10162__84cc2831d7.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10162__84cc2831d7_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10162__84cc2831d7_target.png,data/imagenette2-320/train/n01440764/n01440764_31679.JPEG,17.8818302154541,0.13725492358207703,0.9857482314109802,321
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00036282__912a02449b.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00036282__912a02449b_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00036282__912a02449b_target.png,data/imagenette2-320/train/n03000684/n03000684_157.JPEG,24.92072296142578,0.43529415130615234,0.9585177302360535,1381
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10290__2bf754533f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10290__2bf754533f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10290__2bf754533f_target.png,data/imagenette2-320/train/n03445777/n03445777_5757.JPEG,13.236024856567383,0.12156865000724792,0.980315089225769,321
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10331__0c3e3d0e12.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10331__0c3e3d0e12_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10331__0c3e3d0e12_target.png,data/imagenette2-320/train/n03000684/n03000684_3536.JPEG,25.700109481811523,0.32156863808631897,0.9428388476371765,781
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10740__1fa155594a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10740__1fa155594a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10740__1fa155594a_target.png,data/imagenette2-320/train/n01440764/n01440764_10667.JPEG,18.018999099731445,0.35686275362968445,0.9832755923271179,871
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10792__c09c6684ae.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10792__c09c6684ae_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10792__c09c6684ae_target.png,data/imagenette2-320/train/n01440764/n01440764_13978.JPEG,12.589665412902832,0.08235293626785278,0.9535812735557556,151
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_1091__2d7a0cfe2d.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_1091__2d7a0cfe2d_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_1091__2d7a0cfe2d_target.png,data/imagenette2-320/train/n02979186/n02979186_10186.JPEG,19.638769149780273,0.15686273574829102,0.9490320086479187,311
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_10320__a84a26b7eb.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10320__a84a26b7eb_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_10320__a84a26b7eb_target.png,data/imagenette2-320/train/n01440764/n01440764_20915.JPEG,27.53156852722168,0.5215686559677124,0.9695729613304138,1671
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11011__cf89eb88d6.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11011__cf89eb88d6_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11011__cf89eb88d6_target.png,data/imagenette2-320/train/n01440764/n01440764_31535.JPEG,11.195334434509277,0.12156862020492554,0.9882545471191406,361
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11331__6fd81c874c.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11331__6fd81c874c_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11331__6fd81c874c_target.png,data/imagenette2-320/train/n02102040/n02102040_1078.JPEG,18.674463272094727,0.18823528289794922,0.9804115891456604,541
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11420__dc304ee09f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11420__dc304ee09f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11420__dc304ee09f_target.png,data/imagenette2-320/train/n03417042/n03417042_5406.JPEG,21.90088653564453,0.250980406999588,0.970719575881958,661
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00009111__afa522e7eb.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00009111__afa522e7eb_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00009111__afa522e7eb_target.png,data/imagenette2-320/train/n01440764/n01440764_9939.JPEG,28.564184188842773,0.6392157077789307,0.9616979956626892,2661
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11750__62b6589c84.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11750__62b6589c84_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11750__62b6589c84_target.png,data/imagenette2-320/train/n03028079/n03028079_27545.JPEG,20.381031036376953,0.3450980484485626,0.9702586531639099,1141
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_11602__87c5c2a22f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11602__87c5c2a22f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_11602__87c5c2a22f_target.png,data/imagenette2-320/train/n02979186/n02979186_19609.JPEG,23.909725189208984,0.33725491166114807,0.9704817533493042,991
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_12182__d1eb3ab858.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12182__d1eb3ab858_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12182__d1eb3ab858_target.png,data/imagenette2-320/train/n01440764/n01440764_3713.JPEG,18.05425453186035,0.24313727021217346,0.9769467711448669,681
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_12040__85191f9e70.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12040__85191f9e70_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12040__85191f9e70_target.png,data/imagenette2-320/train/n01440764/n01440764_3725.JPEG,18.75157928466797,0.2980392277240753,0.983715295791626,931
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_12571__b9d111e80d.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12571__b9d111e80d_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12571__b9d111e80d_target.png,data/imagenette2-320/train/n01440764/n01440764_413.JPEG,15.503472328186035,0.2392157018184662,0.9803231954574585,621
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_14172__97201b1188.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_14172__97201b1188_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_14172__97201b1188_target.png,data/imagenette2-320/train/n01440764/n01440764_14685.JPEG,9.342679023742676,0.07058826088905334,0.9655187129974365,131
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_14232__6191e7fc92.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_14232__6191e7fc92_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_14232__6191e7fc92_target.png,data/imagenette2-320/train/n01440764/n01440764_8688.JPEG,7.290008544921875,0.04705885052680969,0.9878206253051758,91
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_18220__22334a92a3.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_18220__22334a92a3_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_18220__22334a92a3_target.png,data/imagenette2-320/train/n03000684/n03000684_16257.JPEG,15.164772987365723,0.12156862020492554,0.9761249423027039,351
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_1310__c51bb861d7.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_1310__c51bb861d7_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_1310__c51bb861d7_target.png,data/imagenette2-320/train/n03394916/n03394916_36057.JPEG,14.612954139709473,0.2980392277240753,0.9846377372741699,1091
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_190__b2c283e02f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_190__b2c283e02f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_190__b2c283e02f_target.png,data/imagenette2-320/train/n03417042/n03417042_2143.JPEG,14.391221046447754,0.20000001788139343,0.9827063083648682,1011
/home/exouser/ar-sec-eval/inputs/inputs_500/ILSVRC2012_val_00022792__914a966190.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00022792__914a966190_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/ILSVRC2012_val_00022792__914a966190_target.png,data/imagenette2-320/train/n03888257/n03888257_4988.JPEG,15.06338119506836,0.19607841968536377,0.9831351041793823,641
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_12151__a2278c9f4f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12151__a2278c9f4f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_12151__a2278c9f4f_target.png,data/imagenette2-320/train/n03000684/n03000684_22246.JPEG,31.116939544677734,0.7882353067398071,0.9719354510307312,5231
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_2001__4a08d0940a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_2001__4a08d0940a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_2001__4a08d0940a_target.png,data/imagenette2-320/train/n03028079/n03028079_8599.JPEG,18.68136978149414,0.1921568512916565,0.9799287915229797,381
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_2690__0c8f7b6563.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_2690__0c8f7b6563_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_2690__0c8f7b6563_target.png,data/imagenette2-320/train/n03000684/n03000684_11669.JPEG,26.678852081298828,0.3490196466445923,0.9636061787605286,881
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_29551__36cfe58fe7.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_29551__36cfe58fe7_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_29551__36cfe58fe7_target.png,data/imagenette2-320/train/n01440764/n01440764_2575.JPEG,22.09790802001953,0.28235292434692383,0.977447509765625,461
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_29670__1d5674f1bc.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_29670__1d5674f1bc_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_29670__1d5674f1bc_target.png,data/imagenette2-320/train/n03445777/n03445777_4354.JPEG,11.136458396911621,0.13333335518836975,0.9782257676124573,571
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_29731__2dc679779c.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_29731__2dc679779c_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_29731__2dc679779c_target.png,data/imagenette2-320/train/n03000684/n03000684_9139.JPEG,20.073165893554688,0.18431374430656433,0.971748411655426,431
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_30331__75048cf1c5.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_30331__75048cf1c5_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_30331__75048cf1c5_target.png,data/imagenette2-320/train/n03425413/n03425413_21595.JPEG,26.653873443603516,0.35686275362968445,0.9684896469116211,1171
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_2121__bc5e50735a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_2121__bc5e50735a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_2121__bc5e50735a_target.png,data/imagenette2-320/train/n03888257/n03888257_31624.JPEG,21.288949966430664,0.5882353186607361,0.9635716676712036,2291
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_3781__88727fdf2f.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_3781__88727fdf2f_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_3781__88727fdf2f_target.png,data/imagenette2-320/train/n03000684/n03000684_859.JPEG,18.325510025024414,0.2980392277240753,0.9637183547019958,1201
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_4512__da0237bb9b.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_4512__da0237bb9b_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_4512__da0237bb9b_target.png,data/imagenette2-320/train/n02102040/n02102040_7693.JPEG,35.132225036621094,0.5568627119064331,0.9278923273086548,1531
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_5990__f7fa0a7a45.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_5990__f7fa0a7a45_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_5990__f7fa0a7a45_target.png,data/imagenette2-320/train/n01440764/n01440764_14383.JPEG,25.47674560546875,0.3686274588108063,0.9561902284622192,1261
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_6301__aa1afb9c7a.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_6301__aa1afb9c7a_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_6301__aa1afb9c7a_target.png,data/imagenette2-320/train/n03425413/n03425413_14923.JPEG,24.31142234802246,0.2588235139846802,0.9720110893249512,671
/home/exouser/ar-sec-eval/inputs/inputs_500/n01440764_6021__30512090c0.jpeg,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_6021__30512090c0_opt.png,/home/exouser/ar-sec-eval/collision_attack_outputs_nhash/n01440764_6021__30512090c0_target.png,data/imagenette2-320/train/n03417042/n03417042_5938.JPEG,23.85738182067871,0.42352941632270813,0.9680432677268982,1161
