image_id,threshold,success,steps,dist_norm,dist_raw,l2,l_inf,ssim,time_ms,orig_hash_hex,final_hash_hex
ILSVRC2012_val_00003351__a4591751d1,0.12,1,38,0.125,32,4.915116786956787,0.02352944016456604,0.9954016208648682,4047.0690039996953,c67719997377ac62558de667a8d856a1026eafdd54aab740089577ee340081ff,86671988737f8c62558df66229d854a1006ebf5140aab360489ff7ee3e09e3ff
ILSVRC2012_val_00003620__a6e4864228,0.12,1,55,0.125,32,6.770698070526123,0.035294145345687866,0.9939079284667969,6888.889547999952,f5c30e7e780e78a0c3e99c7f9f0f005c387e7bcc31cba0d724f020f88c6cc787,e5c30657780c78b4c1e9b47f9f0700dc387cdbdc31df28d625f820ec0c6fe307
ILSVRC2012_val_00009111__afa522e7eb,0.12,1,134,0.125,32,10.320847511291504,0.08627450466156006,0.982880175113678,16797.45926400028,e78286909da84bfecc803f74c2bc5378697db83a3bdecd9d39b8495a55862492,e79287909dbcc9dedca03e52c2bd13f0697db8ba33d6cdb93928495c55806586
ILSVRC2012_val_00014381__cdfef1d2c9,0.12,1,41,0.125,32,4.900794982910156,0.02352944016456604,0.9952378273010254,5043.224712999745,84515b2ee40ab5ca53ae4e997b2d6833256e85f61f895a8978bbb17e26f38344,84515b3ef440b5c913ae4e997a266932246e95f41f8e5e88789bb17623feb744
ILSVRC2012_val_00022792__914a966190,0.12,1,20,0.125,32,3.4223010540008545,0.011764734983444214,0.9976817965507507,1865.1108950002708,ccc6e99233188ce7cce7331c630ccc730db37cce91cc73316c67ccced19c3331,cce6e1923318cce7cce7331c73388c735bb370cc868c333124e3ccccd39c27bb
ILSVRC2012_val_00024560__e74ccf439a,0.12,1,29,0.125,32,4.137009620666504,0.01568630337715149,0.9974281191825867,3779.960711000058,b667c36a89983c9b6e5d47e44b36a41691d8db89793505bf22fba74214a49aad,a667c26d99983c9b6e51476d4b66a45b915bdb897f1505b722fb254a94848ae5
ILSVRC2012_val_00025121__4a16e48fd0,0.12,1,48,0.125,32,6.454265594482422,0.0313725471496582,0.9946392774581909,4499.179801000082,a514d93358ce66d34ceb5b646799665c33670d3b09b38e4c0c66f9861f387393,b714993358cc66b34ccbd9646599669c33670ebf39b34ecc1c6029863f3933a3
ILSVRC2012_val_00025430__268ccfcd75,0.12,1,28,0.125,32,4.054393768310547,0.01568630337715149,0.996548056602478,2960.8342139999877,b5041aeec2cb6c1bd3646f857e3b02df37671f306ca0bf6282fb5f9346322124,b5141aec52cb6c1fd36467cd7e38029967471fb06cf2bf6682f37b9b41702121
ILSVRC2012_val_00026451__2bb12e27a0,0.12,1,51,0.125,32,6.886160850524902,0.03137257695198059,0.9943619966506958,5279.061174999697,9dea16ea5fa6f699a845699e37992c846699279962287a55d47a0e26fa678962,9de217aa5fa6f699aa456b922798249e669927996660e7558e528f26ea678166
ILSVRC2012_val_00033842__8e8328da37,0.12,1,42,0.125,32,6.522703647613525,0.02352944016456604,0.9939196705818176,5402.972213999874,87bf0dafb8402a4ae63f94b7378cc38818726ece9ee9f039e3908b87354e49cc,87af0ce3b8402a4ae63f9cf5378cc3c818722dc71fefb039c31c87cff04e48cc
